"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"1",0.16600818382418,0.204002792769384,0.120032848590278,0.516558874620582,0.0255229991893173,-0.0465522861810468,0.14280447211644,-0.128992090510982,0.436221708740781,-0.463013266114201,0.0355724823640915,0.0444743802345922,0.34710441729206,-0.0530393435667026,0.189006274812672,0.14649436578581,0.00876718421772076,-0.246873917162508,-0.207814259314854,0.0218594293796424,0.11275019101207,0.0288606207489752,0.503485282122516,-0.0398776701438181,0.684510255683682
"2",-0.0418666094722515,0.0960253009823996,-0.124188848127026,1.09010996697174,0.123011207771219,-0.197082949908872,0.084293396712534,-0.0977433087482835,0.502061115932496,-1.80910060556133,0.0687141280524866,0.0478761189433762,0.272784955376384,0.0841459459363456,0.235951136993888,0.022923428001999,0.0979023938810721,-0.513968819174458,-0.461052238442247,-0.281150307294561,-0.144272005148218,-0.0422214789053887,0.761338017069211,0.189037897040885,1.079211317361
"3",0.23467943521994,0.10218250476118,0.288068567987649,1.54132342055966,0.433887897765784,-0.314134138343922,-0.074429072928561,0.183726502374805,0.539842219380639,-3.80435622175925,-0.150416567074971,0.00516511769175697,0.0538421856510109,-0.129582482226695,0.123711252882951,-0.116022416741784,0.402763679657218,-0.301206433311854,-0.541564536078033,0.0130654110480631,0.0160915010792688,-0.316794603136964,0.805790847443973,0.12694970157429,0.479258524541134
"4",0.101822010007292,-0.134475999069694,0.0927159344309579,2.02591224595154,0.466148519140943,-0.141562311808293,-0.164989668868518,-0.00683720346337159,0.682807129742972,-6.18887439833049,0.148236727469446,-0.268934416904778,-0.21247079176589,0.339602652057575,0.0376678233743969,-0.544295189811042,0.359836625958219,-0.338547771923236,-0.606975853740689,-0.0877423633189869,0.402843328745101,-0.692611620469114,1.16413546936582,-0.0425753867674545,0.524857088596108
"5",-0.0384331309993926,0.0379812553969896,0.141797152570832,2.68717407314735,0.575237064224435,-0.562037731566719,-0.000659430535048494,0.0334321219124234,0.349891068849741,-9.22063365898429,0.0326897450349868,-0.40209080485435,-0.0651780698105947,0.0682945379673436,0.128143069887893,-1.04771385131729,-0.12441876903022,-0.596265431915887,-0.599123542070223,0.103256927995554,0.308106711268626,-0.95843714296392,1.77136086365712,0.233663318077603,0.239407836078798
"6",0.321942224774752,0.0248142358558753,0.307441466658446,3.1918357742142,0.4086391550014,-0.991549561082507,-0.357970011594812,-0.261803665478299,0.079869550997183,-13.1282527837823,0.21026726497104,-0.451408146437403,-0.126328063412938,-0.484421426512092,0.203003083463201,-1.90252834663539,-0.203087713423297,-0.741286973403584,-0.472773659745353,0.074650247418497,0.259378429846018,-1.28816712730062,2.12689343643942,0.118614000233616,0.563451184600203
"7",0.382127450784965,0.114356556549894,-0.0827821781223987,4.02646710606835,0.791987427673942,-1.36487035437852,-0.217861838093271,-0.276241054306832,0.0772932100301096,-17.9408103423412,0.254657646298051,-0.466714148221408,-0.268571183353281,0.326721983942343,0.356924482675413,-3.31663664820515,0.102264788134701,-0.891785912341531,-1.02190776890812,-0.208752819931463,0.184558959066213,-1.76398257719442,2.03488161498898,0.0637373254560175,0.760990290998784
"8",-0.52643318699004,0.169975426415048,-0.0130162158644244,4.62278650064972,0.965753086767404,-1.34228879745578,-0.124540798985909,-0.205540479016814,0.290931013324458,-23.4732832175836,0.728439623685871,-0.327066723503359,-0.0429802056147051,0.0114195003019997,0.825724847476501,-4.8253936339694,-0.0720010786923889,-1.22870226505279,-1.46565186478065,-0.169713838447232,0.13538104092851,-2.23879904621658,2.00847149038512,0.217882782588734,1.16497290970242
"9",-0.333385835681068,0.437497729104121,0.10958509662636,5.35609570490551,1.40698715114163,-1.45968033021135,-0.245046877057308,0.0430445399308966,0.0489919848758328,-29.8626010913461,1.30176477127821,-0.260307140347776,0.10671969167456,0.105137572759983,1.01847162913342,-5.93914744882679,0.00728434532876164,-0.839763467204353,-1.80795968148446,-0.112395681570275,0.108669319714456,-2.70751243806723,2.09873990825639,0.0256093911339558,1.39720497172575
"10",-0.213240770416424,0.55352661727713,0.224792949075178,5.71529394911323,1.58204477980125,-1.85812598496811,-0.0212016738072461,0.35026548299751,-0.244785746021385,-37.1163584626667,1.53976061288712,-0.228851123400883,-0.168815049860331,0.241921978141097,1.12530718609946,-6.97519049673272,-0.0905647722020995,-0.666219261244591,-2.4243184511788,0.0167729006963913,0.0316618961272184,-3.36877875174998,2.17342704479531,0.22708122337395,1.24625146595644
"11",0.306826131082847,0.868665219171203,0.0946449430867795,6.01814574947949,1.38632511415366,-2.15450957396224,-0.117474633223847,0.220154269034041,-0.390747739468184,-45.0888050242297,1.4695715406493,-0.198463413035674,-0.268114915651551,-0.0573028189713359,0.805842581131595,-7.75331109847716,-0.0727380948016781,-0.540821197490901,-2.75584718083977,-0.155634837957159,-0.204653761031901,-3.86723486723957,1.86889005905202,0.0574337804193254,1.60727533857498
"12",0.140106578826979,0.667882686563447,-0.116119501270825,5.67165203768366,1.53026334678209,-2.10778314220528,-0.146834011146504,-0.135604541896185,-0.546697313784502,-53.3057353110173,1.9038919576967,-0.372998128105818,0.10277139903992,0.140026113546366,0.797845191407452,-8.47080617373636,0.274904633108492,-0.263815434960565,-3.07411226509518,-0.0243512220472506,-0.351424140790273,-4.42222159229429,1.95956020790917,-0.3009649429014,1.80245780041529
"13",0.107766473574813,1.107232328097,0.150161398841828,5.12308385931268,1.67414588284239,-2.02606158551816,-0.123899072260104,0.138871136500226,-0.767925810545536,-61.4198144325525,2.15934186903417,-0.251729474579004,0.446279294101534,0.293557281711758,0.543909798748484,-9.53727098193039,-0.0231757893975383,-0.261177568178133,-3.15931269919148,-0.355900729411378,-0.0323174567581143,-5.16628814770906,1.62089567815077,-0.309464127060682,1.47011251555575
